date,yoy_pct,original_value
2011-06-15,20.6129634400823,2827549.0
2011-06-22,21.83436361829425,2856403.0
2011-06-29,22.927248459897264,2865251.0
2011-07-06,23.07384551656355,2870103.0
2011-07-13,22.956940117066704,2878074.0
2011-07-20,23.109116151200393,2871301.0
2011-07-27,23.1487749097105,2863576.0
2011-08-03,23.242677023949064,2867215.0
2011-08-10,23.410624038413207,2872423.0
2011-08-17,23.523055658086612,2857906.0
2011-08-24,24.26833375705939,2859433.0
2011-08-31,23.974498652473763,2853888.0
2011-09-07,23.97682021266354,2858660.0
2011-09-14,24.714349985344587,2863540.0
2011-09-21,23.863684139580464,2857747.0
2011-09-28,24.02367260323375,2850921.0
2011-10-05,23.898917374177465,2859701.0
2011-10-12,23.851273981172216,2860822.0
2011-10-19,23.73575357220785,2852390.0
2011-10-26,23.97381362311972,2845685.0
2011-11-02,22.678301982347925,2822034.0
2011-11-09,22.78732670116501,2839786.0
2011-11-16,22.32713844260974,2831576.0
2011-11-23,20.288951283481982,2821980.0
2011-11-30,19.911841903430872,2814235.0
2011-12-07,18.4023046693649,2820691.0
2011-12-14,21.659148428547127,2902488.0
2011-12-21,20.106255516550988,2916085.0
2011-12-28,20.884543723172634,2926095.0
2012-01-04,19.77062178990372,2917689.0
2012-01-11,17.46333561711271,2899149.0
2012-01-18,20.380436127206238,2919423.0
2012-01-25,19.480775125464135,2919545.0
2012-02-01,18.446768247915802,2924947.0
2012-02-08,17.10846833069317,2928275.0
2012-02-15,17.100341668035135,2937893.0
2012-02-22,15.77406787643083,2932813.0
2012-02-29,14.95423200251147,2925722.0
2012-03-07,11.938763156383425,2884747.0
2012-03-14,12.02123384562257,2893560.0
2012-03-21,11.198262742177967,2892646.0
2012-03-28,9.74687352599004,2878137.0
2012-04-04,8.185297106931921,2865478.0
2012-04-11,7.570773405047193,2867200.0
2012-04-18,7.062672994308539,2875470.0
2012-04-25,6.524599728352265,2866561.0
2012-05-02,5.352556333648062,2864280.0
2012-05-09,4.35970439767126,2864150.0
2012-05-16,3.371091247345448,2850984.0
2012-05-23,3.045013398217522,2859495.0
2012-05-30,1.9338959086291574,2842654.0
2012-06-06,1.451761272564167,2852018.0
2012-06-13,1.4684802986614898,2869071.0
2012-06-20,0.5056359344252304,2870846.0
2012-06-27,-0.05947122957116191,2863547.0
2012-07-04,-0.14790409960896422,2865858.0
2012-07-11,-0.4098226800283822,2866279.0
2012-07-18,-0.5396160137860817,2855807.0
